DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	3q12.1	3	99461824	COL8A1	LOC105374007			105374007			rs140647181-?	rs140647181	0	140647181	intergenic_variant	0	NR	1E-11	11.0	(EA)	1.59		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	3q12.1	3	99701009	COL8A1	COL8A1			1295			rs55975637-?	rs55975637	0	55975637	intron_variant	0	NR	1E-8	8.0	(EA)	1.15		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	4q25	4	109737911	CFI	CFI			3426			rs10033900-?	rs10033900	0	10033900	intron_variant	0	NR	5E-17	16.30102999566398	(EA)	1.15		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	4q25	4	109764664	CFI	CFI			3426			rs141853578-?	rs141853578	0	141853578	missense_variant	0	NR	6E-10	9.221848749616356	(EA)	3.64		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	5p13.1	5	39327786	C9	C9			735			rs62358361-?	rs62358361	0	62358361	intron_variant	0	NR	1E-14	14.0	(EA)	1.8		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	5p13.2	5	35494346	PRLR, SPEF2	PRLR - SPEF2	5618	79925		263757	123427	rs114092250-?	rs114092250	0	114092250	regulatory_region_variant	1	NR	2E-8	7.698970004336019	(EA)	1.4285715		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	6p21.33	6	31962685	C2, CFB, SKIV2L	SKIV2L			6499			rs116503776-?	rs116503776	1	429608	intron_variant	0	NR	1E-103	103.0	(EA)	1.754386		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	6p21.33	6	31979015	C2, CFB, SKIV2L	STK19			8859			rs144629244-?	rs144629244	1	2746394	splice_region_variant	0	NR	3E-6	5.522878745280337	(EA)	1.39		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	6p21.32	6	32187804	C2, CFB, SKIV2L, PBX2	PBX2			5089			rs114254831-?	rs114254831	1	204993	intron_variant	0	NR	9E-12	11.045757490560675	(EA)	1.13		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	6p21.33	6	31979250	C2, CFB, SKIV2L	STK19			8859			rs181705462-?	rs181705462	0	181705462	intron_variant	0	NR	3E-10	9.522878745280337	(EA)	1.55		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	6p21.1	6	43858890	VEGFA	LOC107986598			107986598			rs943080-?	rs943080	0	943080	intergenic_variant	0	NR	1E-14	14.0	(EA)	1.1363636		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	7q22.3	7	105115879	KMT2E, SRPK2	SRPK2			6733			rs1142-?	rs1142	0	1142	intron_variant	0	NR	1E-9	9.0	(EA)	1.11		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	7q22.1	7	100393925	PILRB, PILRA	PILRA			29992			rs7803454-?	rs7803454	0	7803454	intron_variant	0	NR	5E-9	8.301029995663981	(EA)	1.13		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	8p21.3	8	23225458	TNFRSF10A	LOC389641			389641			rs79037040-?	rs79037040	1	13278062	non_coding_transcript_exon_variant	0	NR	5E-11	10.301029995663981	(EA)	1.1111112		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	9q21.13	9	74002804	MIR6130, RORB	LOC105376086 - LOC101927329	105376086	101927329		63846	118416	rs10781182-?	rs10781182	0	10781182	intergenic_variant	1	NR	3E-9	8.522878745280337	(EA)	1.11		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	9q21.12	9	70823690	TRPM3	TRPM3			80036			rs71507014-?	rs71507014	0	71507014	intron_variant	0	NR	3E-8	7.522878745280337	(EA)	1.1		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	9q22.33	9	99161090	TGFBR1, COL15A1	TGFBR1 - LOC105376174	7046	105376174		6898	22933	rs1626340-?	rs1626340	0	1626340	intergenic_variant	1	NR	4E-10	9.397940008672037	(EA)	1.1363636		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	9q31.1	9	104899461	ABCA1	ABCA1			19			rs2740488-?	rs2740488	0	2740488	intron_variant	0	NR	1E-8	8.0	(EA)	1.1111112		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	10p12.1	10	24710664	ARHGAP21	ARHGAP21			57584			rs12357257-?	rs12357257	0	12357257	intron_variant	0	NR	4E-8	7.3979400086720375	(EA)	1.11		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	10q26.13	10	122456049	ARMS2, HTRA1	LOC105378525, ARMS2			105378525, 387715			rs3750846-?	rs3750846	0	3750846	intron_variant	0	NR	7E-735	734.1549019599858	(EA)	2.81		Illumina [12023830] (imputed)	N	atrophic macular degeneration, age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST003219	Genome-wide genotyping array
